"id";"codigo_arancelario";"nivel";"c_n_code";"longitud_cn_code";"descripcion";"parent_id"
12010;"842870000080";4;"8428 70 00";10;- Robots industriales;11994
12011;"842890000080";4;"8428 90";7;- Las demás máquinas y aparatos;11994
12012;"842890710010";5;"";0;-- Cargadores especialmente concebidos para explotaciones agrícolas;12011
12013;"842890710080";6;"8428 90 71";10;--- Concebidos para montar en tractores agrícolas;12012
12014;"842890790080";6;"8428 90 79";10;--- Los demás;12012
12015;"842890900080";5;"8428 90 90";10;-- Los demás;12011
12016;"842900000080";3;"8429";4;Topadoras frontales (bulldozers), topadoras angulares (angledozers), niveladoras, traíllas (scrapers), palas mecánicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras (aplanadoras), autopropulsadas;11484
12017;"842911000010";4;"";0;- Topadoras frontales (bulldozers) y topadoras angulares (angledozers);12016
12018;"842911000080";5;"8429 11 00";10;-- De orugas;12017
12019;"842919000080";5;"8429 19 00";10;-- Las demás;12017
12020;"842920000080";4;"8429 20 00";10;- Niveladoras;12016
12021;"842930000080";4;"8429 30 00";10;- Traíllas (scrapers);12016
12022;"842940000080";4;"8429 40";7;- Compactadoras y apisonadoras (aplanadoras);12016
12023;"842940100010";5;"";0;-- Apisonadoras (aplanadoras);12022
12024;"842940100080";6;"8429 40 10";10;--- Apisonadoras (aplanadoras) vibrantes;12023
12025;"842940300080";6;"8429 40 30";10;--- Los demás;12023
12026;"842940900080";5;"8429 40 90";10;-- Compactadoras;12022
12027;"842951000010";4;"";0;- Palas mecánicas, excavadoras, cargadoras y palas cargadoras;12016
12028;"842951000080";5;"8429 51";7;-- Cargadoras y palas cargadoras de carga frontal;12027
12029;"842951100080";6;"8429 51 10";10;--- Cargadoras especialmente concebidas para el interior de minas u otros trabajos subterráneos;12028
12030;"842951910010";6;"";0;--- Las demás;12028
12031;"842951910080";7;"8429 51 91";10;---- Cargadoras de orugas;12030
12032;"842951990080";7;"8429 51 99";10;---- Las demás;12030
12033;"842952000080";5;"8429 52";7;-- Máquinas cuya superestructura pueda girar 360o;12027
12034;"842952100080";6;"8429 52 10";10;--- Excavadoras de orugas;12033
12035;"842952900080";6;"8429 52 90";10;--- Las demás;12033
12036;"842959000080";5;"8429 59 00";10;-- Las demás;12027
12037;"843000000080";3;"8430";4;"Las demás máquinas y aparatos para explanar, nivelar, traillar (scraping), excavar, compactar, apisonar (aplanar), extraer o perforar tierra o minerales; martinetes y máquinas para arrancar pilotes, estacas o similares; quitanieves";11484
12038;"843010000080";4;"8430 10 00";10;- Martinetes y máquinas para arrancar pilotes, estacas o similares;12037
12039;"843020000080";4;"8430 20 00";10;- Quitanieves;12037
12040;"843031000010";4;"";0;- Cortadoras y arrancadoras, de carbón o rocas, y máquinas para hacer túneles o galerías;12037
12041;"843031000080";5;"8430 31 00";10;-- Autopropulsadas;12040
12042;"843039000080";5;"8430 39 00";10;-- Las demás;12040
12043;"843041000010";4;"";0;- Las demás máquinas para sondeo o perforación;12037
12044;"843041000080";5;"8430 41 00";10;-- Autopropulsadas;12043
12045;"843049000080";5;"8430 49 00";10;-- Las demás;12043
12046;"843050000080";4;"8430 50 00";10;- Las demás máquinas y aparatos, autopropulsados;12037
12047;"843061000010";4;"";0;- Las demás máquinas y aparatos, sin propulsión;12037
12048;"843061000080";5;"8430 61 00";10;-- Máquinas y aparatos para compactar o apisonar (aplanar);12047
12049;"843069000080";5;"8430 69 00";10;-- Los demás;12047
12050;"843100000080";3;"8431";4;Partes identificables como destinadas, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8425 a 8430;11484
12051;"843110000080";4;"8431 10 00";10;- De máquinas o aparatos de la partida 8425;12050
12052;"843120000080";4;"8431 20 00";10;- De máquinas o aparatos de la partida 8427;12050
12053;"843131000010";4;"";0;- De máquinas o aparatos de la partida 8428;12050
12054;"843131000080";5;"8431 31 00";10;-- De ascensores, montacargas o escaleras mecánicas;12053
12055;"843139000080";5;"8431 39 00";10;-- Las demás;12053
12056;"843141000010";4;"";0;- De máquinas o aparatos de las partidas 8426, 8429 u 8430;12050
12057;"843141000080";5;"8431 41 00";10;-- Cangilones, cucharas, cucharas de almeja, palas y garras o pinzas;12056
12058;"843142000080";5;"8431 42 00";10;-- Hojas de topadoras frontales (bulldozers) o de topadoras angulares (angledozers);12056
12059;"843143000080";5;"8431 43 00";10;-- De máquinas de sondeo o perforación de las subpartidas 843041 u 843049;12056
12060;"843149000080";5;"8431 49";7;-- Las demás;12056
12061;"843149200080";6;"8431 49 20";10;--- Coladas o moldeadas, de fundición, hierro o acero;12060
12062;"843149800080";6;"8431 49 80";10;--- Las demás;12060
12063;"843200000080";3;"8432";4;"Máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas, para la preparación o el trabajo del suelo o para el cultivo; rodillos para césped o terrenos de deporte";11484
12064;"843210000080";4;"8432 10 00";10;- Arados;12063
12065;"843221000010";4;"";0;- Gradas (rastras), escarificadores, cultivadores, extirpadores, azadas, rotativas (rotocultores), escardadoras y binadoras;12063
12066;"843221000080";5;"8432 21 00";10;-- Gradas (rastras) de discos;12065
12067;"843229000080";5;"8432 29";7;-- Los demás;12065
12068;"843229100080";6;"8432 29 10";10;--- Escarificadores y cultivadores;12067
12069;"843229300080";6;"8432 29 30";10;--- Gradas (rastras);12067
12070;"843229500080";6;"8432 29 50";10;--- Motobinadoras;12067
12071;"843229900080";6;"8432 29 90";10;--- Los demás;12067
12072;"843231000010";4;"";0;- Sembradoras, plantadoras y trasplantadoras;12063
12073;"843231000080";5;"8432 31 00";10;-- Sembradoras, plantadoras y trasplantadoras, para siembra directa;12072
12074;"843239000080";5;"8432 39";7;-- Las demás;12072
12075;"843239110010";6;"";0;--- Sembradoras;12074
12076;"843239110080";7;"8432 39 11";10;---- De precisión, con mando central;12075
12077;"843239190080";7;"8432 39 19";10;---- Las demás;12075
12078;"843239900080";6;"8432 39 90";10;--- Plantadoras y trasplantadoras;12074
12079;"843241000010";4;"";0;- Esparcidores de estiércol y distribuidores de abonos;12063
12080;"843241000080";5;"8432 41 00";10;-- Esparcidores de estiércol;12079
12081;"843242000080";5;"8432 42 00";10;-- Distribuidores de abonos;12079
12082;"843280000080";4;"8432 80 00";10;- Las demás máquinas, aparatos y artefactos;12063
12083;"843290000080";4;"8432 90 00";10;- Partes;12063
12084;"843300000080";3;"8433";4;"Máquinas, aparatos y artefactos de cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de césped y guadañadoras; máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas (excepto las de la partida 8437)";11484
12085;"843311000010";4;"";0;- Cortadoras de césped;12084
12086;"843311000080";5;"8433 11";7;-- Con motor, en las que el dispositivo de corte gire en un plano horizontal;12085
12087;"843311100080";6;"8433 11 10";10;--- Eléctrico;12086
12088;"843311510010";6;"";0;--- Las demás;12086
12089;"843311510020";7;"";0;---- Autopropulsadas;12088
12090;"843311510080";8;"8433 11 51";10;----- Con asiento;12089
12091;"843311590080";8;"8433 11 59";10;----- Las demás;12089
12092;"843311900080";7;"8433 11 90";10;---- Las demás;12088
12093;"843319000080";5;"8433 19";7;-- Las demás;12085
12094;"843319100010";6;"";0;--- Con motor;12093
12095;"843319100080";7;"8433 19 10";10;---- Eléctrico;12094
12096;"843319510010";7;"";0;---- Las demás;12094
12097;"843319510020";8;"";0;----- Autopropulsadas;12096
12098;"843319510080";9;"8433 19 51";10;------ Con asiento;12097
12099;"843319590080";9;"8433 19 59";10;------ Las demás;12097
12100;"843319700080";8;"8433 19 70";10;----- Las demás;12096
12101;"843319900080";6;"8433 19 90";10;--- Sin motor;12093
12102;"843320000080";4;"8433 20";7;- Guadañadoras, incluidas las barras de corte para montar sobre un tractor;12084
12103;"843320100080";5;"8433 20 10";10;-- Con motor;12102
12104;"843320500010";5;"";0;-- Las demás;12102
12105;"843320500080";6;"8433 20 50";10;--- Concebidas para ser arrastradas o montadas sobre un tractor;12104
12106;"843320900080";6;"8433 20 90";10;--- Las demás;12104
12107;"843330000080";4;"8433 30 00";10;- Las demás máquinas y aparatos de henificar;12084
12108;"843340000080";4;"8433 40 00";10;- Prensas para paja o forraje, incluidas las prensas recogedoras;12084
12109;"843351000010";4;"";0;"- Las demás máquinas y aparatos de cosechar; máquinas y aparatos de trillar";12084
12110;"843351000080";5;"8433 51 00";10;-- Cosechadoras-trilladoras;12109
12111;"843352000080";5;"8433 52 00";10;-- Las demás máquinas y aparatos de trillar;12109
12112;"843353000080";5;"8433 53";7;-- Máquinas de cosechar raíces o tubérculos;12109
12113;"843353100080";6;"8433 53 10";10;--- Recolectoras de patatas (papas);12112
12114;"843353300080";6;"8433 53 30";10;--- Descoronadoras y máquinas de cosechar remolacha;12112
12115;"843353900080";6;"8433 53 90";10;--- Las demás;12112
12117;"843359110010";6;"";0;--- Recogedoras-picadoras;12116
12118;"843359110080";7;"8433 59 11";10;---- Autopropulsadas;12117
12119;"843359190080";7;"8433 59 19";10;---- Las demás;12117
12120;"843359850080";6;"8433 59 85";10;--- Las demás;12116
12121;"843360000080";4;"8433 60 00";10;- Máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas;12084
12122;"843390000080";4;"8433 90 00";10;- Partes;12084
12123;"843400000080";3;"8434";4;Máquinas de ordeñar y máquinas y aparatos para la industria lechera;11484
12124;"843410000080";4;"8434 10 00";10;- Máquinas de ordeñar;12123
12125;"843420000080";4;"8434 20 00";10;- Máquinas y aparatos para la industria lechera;12123
12126;"843490000080";4;"8434 90 00";10;- Partes;12123
12127;"843500000080";3;"8435";4;Prensas, estrujadoras y máquinas y aparatos análogos para la producción de vino, sidra, jugos de frutos o bebidas similares;11484
12128;"843510000080";4;"8435 10 00";10;- Máquinas y aparatos;12127
12129;"843590000080";4;"8435 90 00";10;- Partes;12127
12130;"843600000080";3;"8436";4;Las demás máquinas y aparatos para la agricultura, horticultura, silvicultura, avicultura o apicultura, incluidos los germinadores con dispositivos mecánicos o térmicos incorporados y las incubadoras y criadoras avícolas;11484
12131;"843610000080";4;"8436 10 00";10;- Máquinas y aparatos para preparar alimentos o piensos para animales;12130
12132;"843621000010";4;"";0;- Máquinas y aparatos para la avicultura, incluidas las incubadoras y criadoras;12130
12133;"843621000080";5;"8436 21 00";10;-- Incubadoras y criadoras;12132
12134;"843629000080";5;"8436 29 00";10;-- Los demás;12132
12135;"843680000080";4;"8436 80";7;- Las demás máquinas y aparatos;12130
12136;"843680100080";5;"8436 80 10";10;-- Para la silvicultura;12135
12137;"843680900080";5;"8436 80 90";10;-- Los demás;12135
12138;"843691000010";4;"";0;- Partes;12130
12139;"843691000080";5;"8436 91 00";10;-- De máquinas o aparatos para la avicultura;12138
12140;"843699000080";5;"8436 99 00";10;-- Las demás;12138
12141;"843700000080";3;"8437";4;"Máquinas para limpieza, clasificación o cribado de semillas, granos u hortalizas de vaina secas; máquinas y aparatos para molienda o tratamiento de cereales u hortalizas de vaina secas (excepto las de tipo rural)";11484
12142;"843710000080";4;"8437 10 00";10;- Máquinas para limpieza, clasificación o cribado de semillas, granos u hortalizas de vaina secas;12141
12143;"843780000080";4;"8437 80 00";10;- Las demás máquinas y aparatos;12141
12144;"843790000080";4;"8437 90 00";10;- Partes;12141
12145;"843800000080";3;"8438";4;Máquinas y aparatos, no expresados ni comprendidos en otra parte de este Capítulo, para la preparación o fabricación industrial de alimentos o bebidas, excepto las máquinas y aparatos para extracción o preparación de aceites o grasas, vegetales o de origen microbiano, fijos o animales;11484
12146;"843810000080";4;"8438 10";7;- Máquinas y aparatos para panadería, pastelería, galletería o la fabricación de pastas alimenticias;12145
12147;"843810100080";5;"8438 10 10";10;-- Para panadería, pastelería y galletería;12146
12148;"843810900080";5;"8438 10 90";10;-- Para la fabricación de pastas alimenticias;12146
12149;"843820000080";4;"8438 20 00";10;- Máquinas y aparatos para confitería, elaboración de cacao o la fabricación de chocolate;12145
12150;"843830000080";4;"8438 30 00";10;- Máquinas y aparatos para la industria azucarera;12145
12151;"843840000080";4;"8438 40 00";10;- Máquinas y aparatos para la industria cervecera;12145
12152;"843850000080";4;"8438 50 00";10;- Máquinas y aparatos para la preparación de carne;12145
12153;"843860000080";4;"8438 60 00";10;- Máquinas y aparatos para la preparación de frutos u hortalizas;12145
12154;"843880000080";4;"8438 80";7;- Las demás máquinas y aparatos;12145
12155;"843880100080";5;"8438 80 10";10;-- Para tratamiento y preparación de café o té;12154
12156;"843880910010";5;"";0;-- Los demás;12154
12157;"843880910080";6;"8438 80 91";10;--- Para la preparación o fabricación de bebidas;12156
12158;"843880990080";6;"8438 80 99";10;--- Los demás;12156
12159;"843890000080";4;"8438 90 00";10;- Partes;12145
12160;"843900000080";3;"8439";4;Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas o para la fabricación o acabado de papel o cartón;11484
12161;"843910000080";4;"8439 10 00";10;- Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas;12160
12162;"843920000080";4;"8439 20 00";10;- Máquinas y aparatos para la fabricación de papel o cartón;12160
12163;"843930000080";4;"8439 30 00";10;- Máquinas y aparatos para el acabado de papel o cartón;12160
12164;"843991000010";4;"";0;- Partes;12160
12165;"843991000080";5;"8439 91 00";10;-- De máquinas o aparatos para la fabricación de pasta de materias fibrosas celulósicas;12164
12166;"843999000080";5;"8439 99 00";10;-- Las demás;12164
12167;"844000000080";3;"8440";4;Máquinas y aparatos para encuadernación, incluidas las máquinas para coser pliegos;11484
12168;"844010000080";4;"8440 10";7;- Máquinas y aparatos;12167
12169;"844010100080";5;"8440 10 10";10;-- Plegadoras;12168
12170;"844010200080";5;"8440 10 20";10;-- Ensambladoras;12168
12171;"844010300080";5;"8440 10 30";10;-- Cosedoras o grapadoras;12168
12172;"844010400080";5;"8440 10 40";10;-- Máquinas de encuadernar por pegado;12168
12173;"844010900080";5;"8440 10 90";10;-- Los demás;12168
12174;"844090000080";4;"8440 90 00";10;- Partes;12167
12175;"844100000080";3;"8441";4;Las demás máquinas y aparatos para el trabajo de la pasta de papel, del papel o cartón, incluidas las cortadoras de cualquier tipo;11484
12176;"844110000080";4;"8441 10";7;- Cortadoras;12175
12177;"844110100080";5;"8441 10 10";10;-- Cortadoras-bobinadoras;12176
12178;"844110200080";5;"8441 10 20";10;-- Cortadoras longitudinales o transversales;12176
12179;"844110300080";5;"8441 10 30";10;-- Guillotinas de una sola hoja;12176
12180;"844110700080";5;"8441 10 70";10;-- Las demás;12176
12181;"844120000080";4;"8441 20 00";10;- Máquinas para la fabricación de sacos (bolsas), bolsitas o sobres;12175
